timestamp_ns,bsm_cycles,bsm_deadline_miss,provision_ok,provision_fail,last_keygen_ms,last_enroll_ms,last_pseudonym_ms,last_bsm_sign_ms,max_bsm_sign_ms,last_mutex_wait_ms,max_mutex_wait_ms,last_crl_check_ms,max_crl_check_ms,revoke_request_ms
687688622333,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
688703683009,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
689725544481,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
690754962812,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
691784238303,10,1,1,0,2.797,164.657,2933.213,0.083,0.099,0.000,0.000,0.000,0.000,0.000
692804469339,20,1,1,0,2.797,164.657,2933.213,0.093,0.201,0.000,0.000,0.000,0.000,0.000
693816133837,30,1,1,0,2.797,164.657,2933.213,0.104,0.201,0.000,0.000,0.000,0.000,0.000
694842734766,40,1,1,0,2.797,164.657,2933.213,0.073,0.201,0.000,0.000,0.000,0.000,0.000
695843083040,50,1,1,0,2.797,164.657,2933.213,0.092,0.260,0.000,0.000,0.000,0.000,0.000
696843568781,61,1,1,0,2.797,164.657,2933.213,0.095,0.260,0.000,0.000,0.000,0.000,0.000
697843911011,71,1,1,0,2.797,164.657,2933.213,0.133,0.260,0.000,0.000,0.000,0.000,0.000
698845124144,81,1,1,0,2.797,164.657,2933.213,0.062,0.260,0.000,0.000,0.000,0.000,0.000
699846286190,91,1,2,0,0.642,136.251,3880.597,0.120,0.260,0.000,0.000,0.000,0.000,0.000
700848473894,101,1,2,0,0.642,136.251,3880.597,0.092,0.260,0.000,0.000,0.000,0.000,0.000
701851336178,111,1,2,0,0.642,136.251,3880.597,0.095,0.260,0.000,0.000,0.000,0.000,0.000
702854140719,121,1,2,0,0.642,136.251,3880.597,0.090,0.260,0.000,0.000,0.000,0.000,0.000
