timestamp_ns,bsm_cycles,bsm_deadline_miss,provision_ok,provision_fail,last_keygen_ms,last_enroll_ms,last_pseudonym_ms,last_bsm_sign_ms,max_bsm_sign_ms,last_mutex_wait_ms,max_mutex_wait_ms,last_crl_check_ms,max_crl_check_ms,revoke_request_ms
443878222256000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
443878245352000,1741,0,0,0,0.000,0.000,0.000,0.038,5.288,0.000,0.001,0.000,0.000,0.000
443879161681000,14387,0,288,0,2.234,0.804,0.598,0.155,29.918,0.001,0.021,0.158,1.234,0.000
443879223554000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
443879246966000,1751,0,0,0,0.000,0.000,0.000,0.157,5.288,0.000,0.001,0.000,0.000,0.000
443880163128000,14397,0,289,0,1.023,0.459,0.091,0.098,29.918,0.000,0.021,0.158,1.234,0.000
443880225247000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
443880248942000,1761,0,0,0,0.000,0.000,0.000,0.092,5.288,0.001,0.001,0.000,0.000,0.000
443881164506000,14407,0,289,0,1.023,0.459,0.091,0.188,29.918,0.001,0.021,0.271,1.234,0.000
443881226561000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
443881250246000,1771,0,0,0,0.000,0.000,0.000,0.139,5.288,0.000,0.001,0.000,0.000,0.000
443882166107000,14417,0,289,0,1.023,0.459,0.091,0.168,29.918,0.000,0.021,0.271,1.234,0.000
443882228134000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
443882251716000,1781,0,0,0,0.000,0.000,0.000,0.150,5.288,0.000,0.001,0.000,0.000,0.000
443883167465000,14427,0,289,0,1.023,0.459,0.091,0.096,29.918,0.000,0.021,0.271,1.234,0.000
443883229689000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
443883253212000,1791,0,0,0,0.000,0.000,0.000,0.050,5.288,0.000,0.001,0.000,0.000,0.000
443884167758000,14437,0,289,0,1.023,0.459,0.091,0.078,29.918,0.000,0.021,0.271,1.234,0.000
443884230954000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
443884254445000,1801,0,0,0,0.000,0.000,0.000,0.102,5.288,0.000,0.001,0.000,0.000,0.000
443885168234000,14446,0,290,0,0.606,0.345,0.047,0.058,29.918,0.000,0.021,0.271,1.234,0.000
443885232196000,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
443885254749000,1811,0,0,0,0.000,0.000,0.000,0.105,5.288,0.000,0.001,0.000,0.000,0.000
443886169354000,14456,0,290,0,0.606,0.345,0.047,3.966,29.918,0.000,0.021,0.271,1.234,0.000
443886232880000,7,1,1,0,3.918,447.786,6825.658,0.057,0.277,0.000,0.001,0.000,0.000,0.000
443886256030000,1821,0,0,0,0.000,0.000,0.000,0.054,5.288,0.000,0.001,0.000,0.000,0.000
443887170773000,14466,0,290,0,0.606,0.345,0.047,0.113,29.918,0.000,0.021,0.271,1.234,0.000
443887234260000,17,1,1,0,3.918,447.786,6825.658,0.222,0.293,0.000,0.001,0.000,0.000,0.000
443887257405000,1831,0,0,0,0.000,0.000,0.000,0.212,5.288,0.000,0.001,0.000,0.000,0.000
443888171573000,14476,0,290,0,0.606,0.345,0.047,0.072,29.918,0.000,0.021,0.271,1.234,0.000
443888235666000,27,1,1,0,3.918,447.786,6825.658,0.082,0.293,0.000,0.001,0.000,0.000,0.000
443888258883000,1841,0,0,0,0.000,0.000,0.000,0.068,5.288,0.000,0.001,0.000,0.000,0.000
443889173689000,14486,0,290,0,0.606,0.345,0.047,0.108,29.918,0.000,0.021,0.271,1.234,0.000
443889237046000,37,1,1,0,3.918,447.786,6825.658,0.101,0.293,0.000,0.001,0.000,0.000,0.000
443889259552000,1851,0,0,0,0.000,0.000,0.000,0.114,5.288,0.000,0.001,0.000,0.000,0.000
443890174968000,14496,0,291,0,0.895,0.569,0.115,0.166,29.918,0.000,0.021,0.271,1.234,0.000
443890238276000,47,1,1,0,3.918,447.786,6825.658,0.090,0.293,0.000,0.001,0.000,0.000,0.000
443890260936000,1861,0,0,0,0.000,0.000,0.000,0.184,5.288,0.000,0.001,0.000,0.000,0.000
443891176334000,14506,0,291,0,0.895,0.569,0.115,0.085,29.918,0.000,0.021,0.271,1.234,0.000
443891239668000,57,1,1,0,3.918,447.786,6825.658,0.130,0.783,0.000,0.001,0.000,0.000,0.000
443891262431000,1871,0,0,0,0.000,0.000,0.000,0.140,5.288,0.000,0.001,0.000,0.000,0.000
443892177681000,14516,0,291,0,0.895,0.569,0.115,0.075,29.918,0.000,0.021,0.271,1.234,0.000
443892241171000,67,1,1,0,3.918,447.786,6825.658,0.228,0.783,0.000,0.001,0.000,0.000,0.000
443892263871000,1881,0,0,0,0.000,0.000,0.000,0.064,5.288,0.000,0.001,0.000,0.000,0.000
443893179100000,14526,0,291,0,0.895,0.569,0.115,0.058,29.918,0.000,0.021,0.271,1.234,0.000
