timestamp_ns,bsm_cycles,bsm_deadline_miss,provision_ok,provision_fail,last_keygen_ms,last_enroll_ms,last_pseudonym_ms,last_bsm_sign_ms,max_bsm_sign_ms,last_mutex_wait_ms,max_mutex_wait_ms,last_crl_check_ms,max_crl_check_ms,revoke_request_ms
1109422007375,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1110422152309,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1111422296003,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1112422415644,0,0,1,0,1.757,141.861,2813.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1113422549651,11,1,1,0,1.757,141.861,2813.231,0.076,0.123,0.000,0.000,0.000,0.000,0.000
1114422690244,21,1,1,0,1.757,141.861,2813.231,0.205,0.205,0.000,0.000,0.000,0.000,0.000
1115423579085,31,1,1,0,1.757,141.861,2813.231,0.078,0.205,0.000,0.000,0.000,0.000,0.000
1116425518247,40,1,1,0,1.757,141.861,2813.231,0.082,0.205,0.000,0.000,0.000,0.000,0.000
1117425678498,50,1,1,0,1.757,141.861,2813.231,0.082,0.215,0.000,0.000,0.000,0.000,0.000
1118425816817,60,1,1,0,1.757,141.861,2813.231,0.094,0.215,0.000,0.000,0.000,0.000,0.000
1119425934406,70,1,1,0,1.757,141.861,2813.231,0.080,0.215,0.000,0.000,0.000,0.000,0.000
1120426097047,80,1,1,0,1.757,141.861,2813.231,0.073,0.215,0.000,0.000,0.000,0.000,0.000
1121426296107,90,1,2,0,0.606,236.194,2934.365,0.083,0.215,0.000,0.000,0.000,0.000,0.000
1122426512569,100,1,2,0,0.606,236.194,2934.365,0.064,0.215,0.000,0.000,0.000,0.000,0.000
1123431129024,110,1,2,0,0.606,236.194,2934.365,0.063,0.215,0.000,0.000,0.000,0.000,0.000
1124433581227,120,1,2,0,0.606,236.194,2934.365,0.068,0.215,0.000,0.000,0.000,0.000,0.000
1125433784697,130,1,2,0,0.606,236.194,2934.365,0.143,0.215,0.000,0.000,0.000,0.000,0.000
1126433953743,139,1,2,0,0.606,236.194,2934.365,0.099,0.215,0.000,0.000,0.000,0.000,0.000
1127434074759,149,1,2,0,0.606,236.194,2934.365,0.079,0.215,0.000,0.000,0.000,0.000,0.000
1128434210359,159,1,2,0,0.606,236.194,2934.365,0.065,0.215,0.000,0.000,0.000,0.000,0.000
1129434339012,169,1,3,0,0.588,169.969,2951.646,0.150,0.215,0.000,0.000,0.000,0.000,0.000
1130434533588,179,1,3,0,0.588,169.969,2951.646,0.080,0.215,0.000,0.000,0.000,0.000,0.000
1131436637953,189,1,3,0,0.588,169.969,2951.646,0.062,0.215,0.000,0.000,0.000,0.000,0.000
1132437254829,199,1,3,0,0.588,169.969,2951.646,0.067,0.215,0.000,0.000,0.000,0.000,0.000
1133437421721,209,1,3,0,0.588,169.969,2951.646,0.067,0.215,0.000,0.000,0.000,0.000,0.000
1134437548565,219,1,3,0,0.588,169.969,2951.646,0.065,0.215,0.000,0.000,0.000,0.000,0.000
1135437654743,228,1,3,0,0.588,169.969,2951.646,0.058,0.215,0.000,0.000,0.000,0.000,0.000
1136437778006,239,1,3,0,0.588,169.969,2951.646,0.067,0.215,0.000,0.000,0.000,0.000,0.000
1137437894506,249,1,4,0,1.134,161.249,3256.076,0.077,0.215,0.000,0.000,0.000,0.000,0.000
1138438003514,259,1,4,0,1.134,161.249,3256.076,0.076,0.215,0.000,0.000,0.000,0.000,0.000
1139438278671,269,1,4,0,1.134,161.249,3256.076,0.088,0.215,0.000,0.000,0.000,0.000,0.000
1140441600466,279,1,4,0,1.134,161.249,3256.076,0.089,0.215,0.000,0.000,0.000,0.000,0.000
1141443019584,289,1,4,0,1.134,161.249,3256.076,0.067,0.215,0.000,0.000,0.000,0.000,0.000
1142447856766,298,1,4,0,1.134,161.249,3256.076,0.081,0.215,0.000,0.000,0.000,0.000,0.000
1143447981769,308,2,4,0,1.134,161.249,3256.076,0.077,0.215,0.000,0.000,0.000,0.000,0.000
1144448155669,318,2,4,0,1.134,161.249,3256.076,0.069,0.215,0.000,0.000,0.000,0.000,0.000
1145448332016,329,2,4,0,1.134,161.249,3256.076,0.127,0.215,0.000,0.000,0.000,0.000,0.000
1146448459245,339,2,5,0,0.673,247.837,3146.574,0.076,0.215,0.000,0.000,0.000,0.000,141.896
1147448676019,349,2,5,0,0.673,247.837,3146.574,0.065,0.215,0.000,0.000,0.000,0.000,141.896
1148448981497,359,2,5,0,0.673,247.837,3146.574,0.063,0.215,0.000,0.000,0.000,0.000,141.896
1149449130297,368,2,5,0,0.673,247.837,3146.574,0.065,0.215,0.000,0.000,0.000,0.000,141.896
1150449335362,378,2,5,0,0.673,247.837,3146.574,0.081,0.215,0.000,0.000,0.000,0.000,141.896
1151449527054,388,2,5,0,0.673,247.837,3146.574,0.070,0.215,0.000,0.000,0.000,0.000,141.896
1152449714160,398,2,5,0,0.673,247.837,3146.574,0.061,0.215,0.000,0.000,0.000,0.000,141.896
1153449903502,408,2,5,0,0.673,247.837,3146.574,0.079,0.215,0.000,0.000,0.000,0.000,141.896
1154450098411,418,2,6,0,0.628,159.934,2972.031,0.160,0.215,0.000,0.000,0.000,0.000,0.000
1155450275216,429,2,6,0,0.628,159.934,2972.031,0.077,0.230,0.000,0.000,0.000,0.000,0.000
1156451530867,439,2,6,0,0.628,159.934,2972.031,0.084,0.230,0.000,0.000,0.000,0.000,0.000
1157451650052,449,2,6,0,0.628,159.934,2972.031,0.096,0.230,0.000,0.000,0.000,0.000,0.000
1158454363120,458,2,6,0,0.628,159.934,2972.031,0.073,0.230,0.000,0.000,0.000,0.000,0.000
1159457005610,468,2,6,0,0.628,159.934,2972.031,0.088,0.230,0.000,0.000,0.000,0.000,0.000
1160457176565,478,2,6,0,0.628,159.934,2972.031,0.058,0.230,0.000,0.000,0.000,0.000,0.000
1161457307759,488,2,6,0,0.628,159.934,2972.031,0.073,0.230,0.000,0.000,0.000,0.000,0.000
1162457443356,498,2,7,0,0.580,321.335,3001.595,0.134,0.230,0.000,0.000,0.000,0.000,0.000
1163457585925,508,2,7,0,0.580,321.335,3001.595,0.100,0.230,0.000,0.000,0.000,0.000,0.000
1164460295418,518,2,7,0,0.580,321.335,3001.595,0.131,0.230,0.000,0.000,0.000,0.000,0.000
1165461210479,528,2,7,0,0.580,321.335,3001.595,0.093,0.230,0.000,0.000,0.000,0.000,0.000
1166462948217,538,2,7,0,0.580,321.335,3001.595,0.071,0.233,0.000,0.000,0.000,0.000,0.000
1167463373421,548,2,7,0,0.580,321.335,3001.595,0.075,0.233,0.000,0.000,0.000,0.000,0.000
1168464669641,558,2,7,0,0.580,321.335,3001.595,0.068,0.233,0.000,0.000,0.000,0.000,0.000
1169464824846,568,2,7,0,0.580,321.335,3001.595,0.079,0.233,0.000,0.000,0.000,0.000,0.000
1170464966464,578,2,7,0,0.580,321.335,3001.595,0.083,0.233,0.000,0.000,0.000,0.000,0.000
1171465109704,588,2,8,0,0.807,165.411,4196.335,0.134,0.233,0.000,0.000,0.000,0.000,0.000
1172469987468,598,2,8,0,0.807,165.411,4196.335,0.114,0.324,0.000,0.000,0.000,0.000,0.000
1173473312397,608,3,8,0,0.807,165.411,4196.335,0.092,0.324,0.000,0.000,0.000,0.000,0.000
1174474984510,618,3,8,0,0.807,165.411,4196.335,0.064,0.324,0.000,0.000,0.000,0.000,0.000
1175475257678,628,3,8,0,0.807,165.411,4196.335,0.068,0.324,0.000,0.000,0.000,0.000,0.000
1176476656395,638,3,8,0,0.807,165.411,4196.335,0.092,0.324,0.000,0.000,0.000,0.000,0.000
1177476820622,647,3,8,0,0.807,165.411,4196.335,0.061,0.324,0.000,0.000,0.000,0.000,0.000
1178477079361,657,3,8,0,0.807,165.411,4196.335,0.131,0.324,0.000,0.000,0.000,0.000,0.000
1179477247809,668,3,8,0,0.807,165.411,4196.335,0.126,0.324,0.000,0.000,0.000,0.000,0.000
1180477494966,678,3,9,0,0.649,408.790,3095.021,0.063,0.324,0.000,0.000,0.000,0.000,0.000
1181481638825,688,3,9,0,0.649,408.790,3095.021,0.065,0.324,0.000,0.000,0.000,0.000,0.000
1182482341019,698,3,9,0,0.649,408.790,3095.021,0.077,0.324,0.000,0.000,0.000,0.000,0.000
1183483865863,707,3,9,0,0.649,408.790,3095.021,0.070,0.324,0.000,0.000,0.000,0.000,0.000
1184484878321,717,3,9,0,0.649,408.790,3095.021,0.077,0.324,0.000,0.000,0.000,0.000,0.000
1185485917428,727,3,9,0,0.649,408.790,3095.021,0.069,0.324,0.000,0.000,0.000,0.000,0.000
1186486123588,737,3,9,0,0.649,408.790,3095.021,0.069,0.324,0.000,0.000,0.000,0.000,0.000
1187488488883,747,3,9,0,0.649,408.790,3095.021,0.090,0.324,0.000,0.000,0.000,0.000,0.000
1188488644277,757,3,10,0,0.637,190.129,3016.303,0.068,0.324,0.000,0.000,0.000,0.000,0.000
1189504072663,767,3,10,0,0.637,190.129,3016.303,0.158,0.324,0.000,0.000,0.000,0.000,0.000
1190505042957,776,3,10,0,0.637,190.129,3016.303,0.119,0.324,0.000,0.000,0.000,0.000,0.000
1191509308363,786,3,10,0,0.637,190.129,3016.303,0.064,0.324,0.000,0.000,0.000,0.000,0.000
1192510173187,796,3,10,0,0.637,190.129,3016.303,0.074,0.324,0.000,0.000,0.000,0.000,0.000
1193511484735,806,3,10,0,0.637,190.129,3016.303,0.061,0.324,0.000,0.000,0.000,0.000,0.000
1194511651803,815,3,10,0,0.637,190.129,3016.303,0.073,0.324,0.000,0.000,0.000,0.000,0.000
1195511818470,826,3,10,0,0.637,190.129,3016.303,0.056,0.324,0.000,0.000,0.000,0.000,0.000
1196511953197,836,3,10,0,0.637,190.129,3016.303,0.077,0.324,0.000,0.000,0.000,0.000,0.000
1197522774934,846,3,11,0,0.579,433.038,3091.815,0.085,0.324,0.000,0.000,0.000,0.000,133.132
1198565638958,856,3,11,0,0.579,433.038,3091.815,0.097,0.324,0.000,0.000,0.000,0.000,133.132
1199593569947,866,3,11,0,0.579,433.038,3091.815,0.086,0.324,0.000,0.000,0.000,0.000,133.132
1200593784328,876,3,11,0,0.579,433.038,3091.815,0.080,0.324,0.000,0.000,0.000,0.000,133.132
1201594060478,886,3,11,0,0.579,433.038,3091.815,0.078,0.324,0.000,0.000,0.000,0.000,133.132
1202594504683,895,3,11,0,0.579,433.038,3091.815,0.088,0.324,0.000,0.000,0.000,0.000,133.132
1203594647435,905,4,11,0,0.579,433.038,3091.815,0.089,0.324,0.000,0.000,0.000,0.000,133.132
1204594815375,915,4,11,0,0.579,433.038,3091.815,0.089,0.324,0.000,0.000,0.000,0.000,133.132
1205598430640,925,4,11,0,0.579,433.038,3091.815,0.066,0.324,0.000,0.000,0.000,0.000,133.132
1206601298253,935,4,12,0,0.843,228.372,3646.428,0.133,0.324,0.000,0.000,0.000,0.000,0.000
1207601482380,945,4,12,0,0.843,228.372,3646.428,0.080,0.324,0.000,0.000,0.000,0.000,0.000
1208601643698,955,4,12,0,0.843,228.372,3646.428,0.078,0.324,0.000,0.000,0.000,0.000,0.000
1209602662626,965,4,12,0,0.843,228.372,3646.428,0.080,0.324,0.000,0.000,0.000,0.000,0.000
1210603860642,974,4,12,0,0.843,228.372,3646.428,0.070,0.324,0.000,0.000,0.000,0.000,0.000
1211604126634,984,4,12,0,0.843,228.372,3646.428,0.057,0.324,0.000,0.000,0.000,0.000,0.000
1212604310974,994,4,12,0,0.843,228.372,3646.428,0.086,0.324,0.000,0.000,0.000,0.000,0.000
1213604447052,1004,4,12,0,0.843,228.372,3646.428,0.071,0.324,0.000,0.000,0.000,0.000,0.000
1214608121162,1014,4,13,0,0.583,437.030,2970.079,0.065,0.324,0.000,0.001,0.000,0.000,0.000
1215610958846,1024,4,13,0,0.583,437.030,2970.079,0.078,0.324,0.000,0.001,0.000,0.000,0.000
1216612996378,1034,4,13,0,0.583,437.030,2970.079,0.074,0.324,0.000,0.001,0.000,0.000,0.000
1217614063079,1044,4,13,0,0.583,437.030,2970.079,0.145,0.324,0.000,0.001,0.000,0.000,0.000
1218614712748,1054,4,13,0,0.583,437.030,2970.079,0.066,0.324,0.000,0.001,0.000,0.000,0.000
1219615815354,1064,4,13,0,0.583,437.030,2970.079,0.069,0.324,0.000,0.001,0.000,0.000,0.000
1220615991106,1074,4,13,0,0.583,437.030,2970.079,0.135,0.324,0.000,0.001,0.000,0.000,0.000
1221616166826,1084,4,13,0,0.583,437.030,2970.079,0.057,0.324,0.000,0.001,0.000,0.000,0.000
1222617070149,1094,4,14,0,0.671,407.705,3019.563,0.084,0.324,0.000,0.001,0.000,0.000,0.000
1223617714894,1103,4,14,0,0.671,407.705,3019.563,0.108,0.324,0.000,0.001,0.000,0.000,0.000
1224619110619,1113,4,14,0,0.671,407.705,3019.563,0.077,0.324,0.000,0.001,0.000,0.000,0.000
1225621651768,1123,4,14,0,0.671,407.705,3019.563,0.084,0.324,0.000,0.001,0.000,0.000,0.000
1226622028931,1133,4,14,0,0.671,407.705,3019.563,0.150,0.324,0.000,0.001,0.000,0.000,0.000
1227622360098,1143,4,14,0,0.671,407.705,3019.563,0.084,0.324,0.000,0.001,0.000,0.000,0.000
1228622524305,1153,4,14,0,0.671,407.705,3019.563,0.113,0.324,0.000,0.001,0.000,0.000,0.000
1229622683386,1163,4,14,0,0.671,407.705,3019.563,0.109,0.324,0.000,0.001,0.000,0.000,0.000
1230625634059,1173,4,14,0,0.671,407.705,3019.563,0.047,0.324,0.000,0.001,0.000,0.000,0.000
1231628932852,1183,4,15,0,1.129,281.456,3225.260,0.080,0.324,0.000,0.001,0.000,0.000,0.000
1232629408984,1192,4,15,0,1.129,281.456,3225.260,0.133,0.324,0.000,0.001,0.000,0.000,0.000
1233632597587,1202,5,15,0,1.129,281.456,3225.260,0.089,0.324,0.000,0.001,0.000,0.000,0.000
1234635462618,1212,5,15,0,1.129,281.456,3225.260,0.066,0.324,0.000,0.001,0.000,0.000,0.000
1235636476749,1222,5,15,0,1.129,281.456,3225.260,0.089,0.324,0.000,0.001,0.000,0.000,0.000
1236636673194,1231,5,15,0,1.129,281.456,3225.260,0.068,0.324,0.000,0.001,0.000,0.000,0.000
1237636826727,1242,5,15,0,1.129,281.456,3225.260,0.071,0.324,0.000,0.001,0.000,0.000,0.000
1238637001761,1252,5,15,0,1.129,281.456,3225.260,0.070,0.324,0.000,0.001,0.000,0.000,0.000
1239637684348,1262,5,15,0,1.129,281.456,3225.260,0.064,0.324,0.000,0.001,0.000,0.000,0.000
1240638426952,1271,5,16,0,0.613,240.952,3344.980,0.091,0.324,0.000,0.001,0.000,0.000,0.000
1241642675328,1281,5,16,0,0.613,240.952,3344.980,0.092,0.324,0.000,0.001,0.000,0.000,0.000
1242645952461,1291,5,16,0,0.613,240.952,3344.980,0.095,0.324,0.000,0.001,0.000,0.000,0.000
1243646802094,1301,5,16,0,0.613,240.952,3344.980,0.166,0.324,0.000,0.001,0.000,0.000,0.000
1244647191962,1310,5,16,0,0.613,240.952,3344.980,0.081,0.324,0.000,0.001,0.000,0.000,0.000
1245647393827,1320,5,16,0,0.613,240.952,3344.980,0.059,0.324,0.000,0.001,0.000,0.000,0.000
1246647610880,1330,5,16,0,0.613,240.952,3344.980,0.059,0.324,0.000,0.001,0.000,0.000,0.000
1247647802787,1340,5,16,0,0.613,240.952,3344.980,0.057,0.324,0.000,0.001,0.000,0.000,0.000
1248651450768,1350,5,17,0,0.575,218.377,3105.074,0.072,0.324,0.000,0.001,0.000,0.000,0.000
1249682773551,1361,5,17,0,0.575,218.377,3105.074,0.084,0.324,0.000,0.001,0.000,0.000,0.000
1250695088652,1371,5,17,0,0.575,218.377,3105.074,0.144,0.324,0.000,0.001,0.000,0.000,0.000
1251721650123,1381,5,17,0,0.575,218.377,3105.074,0.060,0.324,0.000,0.001,0.000,0.000,0.000
1252745907765,1391,5,17,0,0.575,218.377,3105.074,0.080,0.324,0.000,0.001,0.000,0.000,0.000
1253760913778,1401,5,17,0,0.575,218.377,3105.074,0.057,0.324,0.000,0.001,0.000,0.000,0.000
1254761037793,1411,5,17,0,0.575,218.377,3105.074,0.066,0.324,0.000,0.001,0.000,0.000,0.000
1255761159655,1421,5,17,0,0.575,218.377,3105.074,0.046,0.324,0.000,0.001,0.000,0.000,0.000
1256761352587,1431,5,17,0,0.575,218.377,3105.074,0.081,0.324,0.000,0.001,0.000,0.000,0.000
1257779317594,1441,5,18,0,0.675,449.194,3580.261,0.097,0.324,0.000,0.001,0.000,0.000,0.000
1258819431649,1451,5,18,0,0.675,449.194,3580.261,0.099,0.324,0.000,0.001,0.000,0.000,0.000
1259859951537,1461,5,18,0,0.675,449.194,3580.261,0.147,0.324,0.000,0.001,0.000,0.000,0.000
